householdId,size,incomeLevel,createdDate
HH054499,1,low,2023-04-14
HH054500,1,moderate,2022-02-05
HH054501,1,low,2023-12-01
HH054502,1,moderate,2024-08-06
HH054503,1,moderate,2022-07-07
HH054504,1,moderate,2022-12-04
HH054505,1,low,2023-10-09
HH054506,1,low,2022-05-21
HH054507,1,very_low,2024-04-05
HH054508,1,low,2022-04-26
HH054509,1,low,2023-10-27
HH054510,1,low,2024-09-01
HH054511,1,low,2023-09-17
HH054512,1,low,2022-11-21
HH054513,1,very_low,2024-06-23
HH054514,1,very_low,2024-09-19
HH054515,1,low,2024-07-16
HH054516,1,very_low,2024-02-02
HH054517,1,very_low,2024-12-18
HH054518,1,low,2023-12-30
HH054519,1,very_low,2023-08-09
HH054520,1,low,2024-05-26
HH054521,1,very_low,2024-03-03
HH054522,1,low,2022-09-20
HH054523,1,low,2024-11-06
HH054524,1,low,2022-06-28
HH054525,1,low,2022-10-01
HH054526,1,low,2022-10-08
HH054527,1,moderate,2022-05-31
HH054528,1,moderate,2024-10-05
HH054529,1,moderate,2024-12-14
HH054530,1,low,2023-10-29
HH054531,1,very_low,2022-05-10
HH054532,1,moderate,2022-12-23
HH054533,1,low,2023-07-04
HH054534,1,very_low,2022-08-25
HH054535,1,low,2022-12-08
HH054536,1,low,2022-08-24
HH054537,1,very_low,2023-09-04
HH054538,1,low,2023-03-16
HH054539,1,moderate,2023-12-01
HH054540,1,moderate,2022-10-27
HH054541,1,moderate,2023-08-14
HH054542,1,low,2024-09-20
HH054543,1,low,2022-04-04
HH054544,1,very_low,2024-10-28
HH054545,1,low,2023-09-10
HH054546,1,very_low,2022-02-25
HH054547,1,low,2023-01-26
HH054548,1,low,2024-06-18
HH054549,1,low,2023-07-19
HH054550,1,low,2024-10-16
HH054551,1,low,2023-04-21
HH054552,1,very_low,2022-07-02
HH054553,1,low,2023-03-04
HH054554,1,very_low,2023-07-13
HH054555,1,low,2024-03-22
HH054556,1,very_low,2023-02-07
HH054557,1,low,2024-03-29
HH054558,1,low,2023-07-12
HH054559,1,moderate,2022-05-09
HH054560,1,low,2022-02-16
HH054561,1,moderate,2024-03-12
HH054562,1,very_low,2022-02-06
HH054563,1,low,2024-04-04
HH054564,1,low,2022-04-18
HH054565,1,moderate,2022-03-24
HH054566,1,very_low,2022-08-30
HH054567,1,moderate,2023-09-04
HH054568,1,very_low,2024-02-16
HH054569,1,low,2022-11-12
HH054570,1,low,2024-03-03
HH054571,1,low,2023-01-20
HH054572,1,low,2022-10-17
HH054573,1,low,2023-05-20
HH054574,1,moderate,2022-03-24
HH054575,1,low,2023-08-01
HH054576,1,moderate,2024-07-28
HH054577,1,very_low,2022-07-31
HH054578,1,low,2022-04-07
HH054579,1,low,2024-07-30
HH054580,1,low,2023-12-10
HH054581,1,low,2024-09-29
HH054582,1,low,2024-06-25
HH054583,1,low,2024-12-22
HH054584,1,low,2022-04-17
HH054585,1,low,2023-04-09
HH054586,1,low,2023-09-21
HH054587,1,low,2023-02-08
HH054588,1,moderate,2024-11-13
HH054589,1,very_low,2024-09-04
HH054590,1,low,2023-02-05
HH054591,1,very_low,2023-06-08
HH054592,1,very_low,2023-11-18
HH054593,1,low,2024-07-28
HH054594,1,low,2024-12-25
HH054595,1,moderate,2024-08-09
HH054596,1,low,2023-11-18
HH054597,1,low,2024-03-12
HH054598,1,moderate,2022-03-31
HH054599,1,moderate,2023-02-04
HH054600,1,moderate,2023-02-26
HH054601,1,low,2022-09-05
HH054602,1,moderate,2024-06-19
HH054603,1,low,2024-09-25
HH054604,1,low,2024-01-22
HH054605,1,moderate,2023-07-30
HH054606,1,moderate,2022-08-09
HH054607,1,low,2022-09-21
HH054608,1,very_low,2024-07-14
HH054609,1,low,2022-10-11
HH054610,1,low,2024-05-04
HH054611,1,moderate,2023-04-25
HH054612,1,low,2022-06-29
HH054613,1,low,2023-03-30
HH054614,1,very_low,2022-12-18
HH054615,1,very_low,2024-09-09
HH054616,1,low,2024-01-15
HH054617,1,low,2022-05-17
HH054618,1,moderate,2024-08-03
HH054619,1,very_low,2022-02-07
HH054620,1,low,2022-06-16
HH054621,1,very_low,2023-01-21
HH054622,1,low,2022-05-14
HH054623,1,moderate,2022-04-16
HH054624,1,moderate,2023-08-14
HH054625,1,low,2022-09-08
HH054626,1,moderate,2022-02-21
HH054627,1,low,2023-02-11
HH054628,1,very_low,2023-10-03
HH054629,1,very_low,2023-09-17
HH054630,1,low,2024-03-13
HH054631,1,low,2024-12-25
HH054632,1,moderate,2023-07-15
HH054633,1,low,2023-01-09
HH054634,1,moderate,2023-03-14
HH054635,1,moderate,2022-05-10
HH054636,1,moderate,2024-01-26
HH054637,1,very_low,2023-03-29
HH054638,1,low,2022-02-05
HH054639,1,low,2024-09-17
HH054640,1,moderate,2023-05-12
HH054641,1,moderate,2024-07-25
HH054642,1,moderate,2022-07-16
HH054643,1,moderate,2022-11-22
HH054644,1,low,2024-04-12
HH054645,1,very_low,2023-08-10
HH054646,1,low,2023-09-24
HH054647,1,moderate,2023-05-08
HH054648,1,very_low,2022-10-04
HH054649,1,very_low,2024-02-24
HH054650,1,low,2023-08-12
HH054651,1,very_low,2024-06-28
HH054652,1,moderate,2023-07-29
HH054653,1,low,2023-11-24
HH054654,1,low,2022-10-22
HH054655,1,low,2023-03-16
HH054656,1,low,2022-11-12
HH054657,1,low,2023-12-23
HH054658,1,low,2023-09-29
HH054659,1,low,2022-09-01
HH054660,1,very_low,2024-03-31
HH054661,1,very_low,2024-08-12
HH054662,1,moderate,2024-09-04
HH054663,1,low,2024-01-28
HH054664,1,moderate,2022-01-03
HH054665,1,low,2024-01-01
HH054666,1,low,2023-05-18
HH054667,1,low,2023-11-20
HH054668,1,very_low,2024-04-20
HH054669,1,moderate,2024-08-18
HH054670,1,very_low,2022-10-03
HH054671,1,low,2022-08-07
HH054672,1,low,2023-11-28
HH054673,1,moderate,2023-04-28
HH054674,1,moderate,2024-02-06
HH054675,1,very_low,2022-07-16
HH054676,1,low,2024-01-07
HH054677,1,low,2023-08-06
HH054678,1,low,2022-02-26
HH054679,1,moderate,2022-12-18
HH054680,1,low,2024-10-21
HH054681,1,very_low,2023-11-16
HH054682,1,low,2023-09-18
HH054683,1,low,2023-08-14
HH054684,1,very_low,2023-04-08
HH054685,1,very_low,2022-12-31
HH054686,1,low,2024-05-22
HH054687,1,very_low,2022-09-11
HH054688,1,very_low,2024-12-02
HH054689,1,moderate,2023-03-30
HH054690,1,moderate,2024-07-08
HH054691,1,moderate,2023-04-20
HH054692,1,very_low,2024-04-19
HH054693,1,low,2024-10-28
HH054694,1,moderate,2024-12-01
HH054695,1,low,2023-09-26
HH054696,1,low,2023-05-27
HH054697,1,low,2022-05-02
HH054698,1,low,2024-06-17
HH054699,1,moderate,2022-07-01
HH054700,1,low,2022-11-04
HH054701,1,very_low,2022-10-09
HH054702,1,very_low,2023-08-29
HH054703,1,low,2022-04-29
HH054704,1,low,2024-12-10
HH054705,1,low,2023-03-25
HH054706,1,moderate,2022-11-10
HH054707,1,very_low,2022-01-30
HH054708,1,low,2023-01-14
HH054709,1,very_low,2022-09-12
HH054710,1,moderate,2024-11-29
HH054711,1,low,2024-11-25
HH054712,1,moderate,2024-07-03
HH054713,1,low,2024-08-19
HH054714,1,low,2023-06-24
HH054715,1,very_low,2024-01-24
HH054716,1,low,2023-02-08
HH054717,1,very_low,2024-04-14
HH054718,1,moderate,2023-06-01
HH054719,1,moderate,2024-08-23
HH054720,1,low,2024-04-08
HH054721,1,very_low,2022-09-26
HH054722,1,low,2023-07-15
HH054723,1,low,2022-05-01
HH054724,1,moderate,2023-02-07
HH054725,1,low,2023-08-02
HH054726,1,low,2022-09-26
HH054727,1,low,2023-08-21
HH054728,1,moderate,2023-08-09
HH054729,1,low,2024-07-18
HH054730,1,low,2022-10-21
HH054731,1,low,2023-12-14
HH054732,1,low,2024-06-22
HH054733,1,low,2024-05-02
HH054734,1,very_low,2022-01-29
HH054735,1,moderate,2022-04-10
HH054736,1,moderate,2022-01-25
HH054737,1,low,2023-06-22
HH054738,1,moderate,2023-02-06
HH054739,1,very_low,2023-04-10
HH054740,1,very_low,2022-05-30
HH054741,1,low,2024-05-20
HH054742,1,low,2023-06-28
HH054743,1,low,2023-12-27
HH054744,1,low,2022-07-22
HH054745,1,low,2023-01-11
HH054746,1,low,2024-02-21
HH054747,1,moderate,2023-09-13
HH054748,1,low,2022-11-09
HH054749,1,low,2022-12-24
HH054750,1,low,2024-01-15
HH054751,1,moderate,2022-02-26
HH054752,1,low,2023-04-08
HH054753,1,low,2022-05-29
HH054754,1,low,2024-09-05
HH054755,1,moderate,2024-01-29
HH054756,1,very_low,2023-12-12
HH054757,1,very_low,2023-02-21
HH054758,1,low,2024-03-17
HH054759,1,moderate,2023-04-04
HH054760,1,very_low,2024-09-16
HH054761,1,very_low,2022-02-13
HH054762,1,moderate,2022-11-16
HH054763,1,moderate,2022-06-30
HH054764,1,very_low,2022-05-14
HH054765,1,low,2024-09-15
HH054766,1,very_low,2022-09-26
HH054767,1,very_low,2024-07-03
HH054768,1,moderate,2022-10-13
HH054769,1,moderate,2023-07-29
HH054770,1,very_low,2024-03-21
HH054771,1,low,2023-03-20
HH054772,1,low,2024-03-11
HH054773,1,moderate,2023-05-12
HH054774,1,moderate,2024-08-08
HH054775,1,low,2022-07-02
HH054776,1,very_low,2024-08-15
HH054777,1,low,2023-04-13
HH054778,1,moderate,2022-10-07
HH054779,1,low,2022-01-11
HH054780,1,low,2024-09-03
HH054781,1,moderate,2024-05-28
HH054782,1,very_low,2024-03-28
HH054783,1,moderate,2022-04-30
HH054784,1,very_low,2022-11-17
HH054785,1,low,2024-04-09
HH054786,1,very_low,2022-10-13
HH054787,1,low,2024-03-14
HH054788,1,low,2024-05-30
HH054789,1,low,2023-06-13
HH054790,1,low,2023-05-25
HH054791,1,low,2024-12-06
HH054792,1,low,2024-10-08
HH054793,1,low,2022-05-04
HH054794,1,moderate,2023-04-11
HH054795,1,moderate,2022-03-22
HH054796,1,very_low,2022-11-09
HH054797,1,low,2024-04-28
HH054798,1,low,2022-09-17
HH054799,1,moderate,2024-06-23
HH054800,1,low,2023-06-10
HH054801,1,low,2023-09-28
HH054802,1,very_low,2024-04-01
HH054803,1,low,2024-09-15
HH054804,1,moderate,2024-07-04
HH054805,1,moderate,2023-09-01
HH054806,1,low,2023-03-25
HH054807,1,very_low,2023-04-17
HH054808,1,low,2023-12-03
HH054809,1,low,2022-04-27
HH054810,1,moderate,2023-09-01
HH054811,1,moderate,2023-01-06
HH054812,1,moderate,2023-09-24
HH054813,1,moderate,2022-01-07
HH054814,1,moderate,2022-01-11
HH054815,1,moderate,2022-03-23
HH054816,1,very_low,2022-09-24
HH054817,1,low,2023-05-10
HH054818,1,low,2022-02-09
HH054819,1,very_low,2024-02-01
HH054820,1,moderate,2024-05-16
HH054821,1,low,2024-09-27
HH054822,1,low,2024-12-22
HH054823,1,low,2024-06-08
HH054824,1,moderate,2024-03-20
HH054825,1,very_low,2022-12-01
HH054826,1,low,2022-11-14
HH054827,1,low,2022-03-01
HH054828,1,low,2022-06-05
HH054829,1,low,2022-04-09
HH054830,1,very_low,2023-07-11
HH054831,1,moderate,2022-04-14
HH054832,1,moderate,2023-01-19
HH054833,1,very_low,2024-09-19
HH054834,1,low,2023-02-06
HH054835,1,low,2022-03-13
HH054836,1,moderate,2024-11-21
HH054837,1,low,2024-12-21
HH054838,1,very_low,2024-11-08
HH054839,1,low,2023-02-06
HH054840,1,moderate,2023-11-24
HH054841,1,low,2022-12-24
HH054842,1,low,2024-06-11
HH054843,1,low,2022-05-23
HH054844,1,low,2024-06-27
HH054845,1,very_low,2023-11-16
HH054846,1,low,2024-06-27
HH054847,1,low,2023-03-11
HH054848,1,low,2022-07-17
HH054849,1,moderate,2023-02-24
HH054850,1,moderate,2023-08-12
HH054851,1,very_low,2022-04-10
HH054852,1,low,2022-06-11
HH054853,1,low,2023-07-18
HH054854,1,low,2023-08-26
HH054855,1,very_low,2022-11-30
HH054856,1,low,2024-03-29
HH054857,1,low,2024-02-23
HH054858,1,very_low,2022-05-03
HH054859,1,low,2023-01-07
HH054860,1,very_low,2023-01-05
HH054861,1,moderate,2022-05-30
HH054862,1,low,2022-01-19
HH054863,1,low,2022-04-03
HH054864,1,low,2022-03-08
HH054865,1,very_low,2024-09-16
HH054866,1,very_low,2023-09-15
HH054867,1,moderate,2022-10-09
HH054868,1,moderate,2024-10-06
HH054869,1,low,2023-06-22
HH054870,1,low,2023-08-15
HH054871,1,very_low,2022-05-15
HH054872,1,low,2024-11-13
HH054873,1,very_low,2022-05-27
HH054874,1,low,2024-04-08
HH054875,1,moderate,2023-06-08
HH054876,1,low,2023-07-25
HH054877,1,moderate,2024-08-24
HH054878,1,low,2023-01-18
HH054879,1,low,2024-02-07
HH054880,1,moderate,2022-09-04
HH054881,1,moderate,2024-04-12
HH054882,1,moderate,2024-10-24
HH054883,1,moderate,2022-11-09
HH054884,1,low,2022-11-15
HH054885,1,low,2023-01-13
HH054886,1,low,2022-07-10
HH054887,1,low,2022-04-04
HH054888,1,moderate,2022-10-17
HH054889,1,low,2024-05-17
HH054890,1,moderate,2024-11-15
HH054891,1,very_low,2022-07-11
HH054892,1,low,2022-08-31
HH054893,1,very_low,2024-10-21
HH054894,1,very_low,2022-08-12
HH054895,1,moderate,2024-06-19
HH054896,1,moderate,2023-07-15
HH054897,1,low,2023-01-16
HH054898,1,low,2024-02-11
HH054899,1,moderate,2022-06-05
HH054900,1,low,2022-02-02
HH054901,1,low,2024-08-04
HH054902,1,moderate,2022-07-28
HH054903,1,low,2022-07-03
HH054904,1,moderate,2022-06-03
HH054905,1,moderate,2022-10-13
HH054906,1,low,2023-05-10
HH054907,1,low,2022-01-11
HH054908,1,very_low,2022-04-23
HH054909,1,very_low,2023-12-28
HH054910,1,very_low,2023-09-15
HH054911,1,low,2024-10-13
HH054912,1,very_low,2024-06-21
HH054913,1,low,2023-05-02
HH054914,1,low,2022-06-25
HH054915,1,very_low,2023-10-09
HH054916,1,low,2024-11-03
HH054917,1,low,2023-04-09
HH054918,1,very_low,2022-04-18
HH054919,1,very_low,2022-12-12
HH054920,1,very_low,2024-07-26
HH054921,1,low,2024-01-05
HH054922,1,moderate,2024-11-05
HH054923,1,very_low,2024-07-02
HH054924,1,moderate,2024-06-26
HH054925,1,moderate,2023-12-14
HH054926,1,moderate,2024-06-08
HH054927,1,very_low,2023-09-09
HH054928,1,low,2024-02-20
HH054929,1,low,2023-11-11
HH054930,1,low,2024-09-05
HH054931,1,low,2024-06-27
HH054932,1,moderate,2024-03-17
HH054933,1,very_low,2024-06-24
HH054934,1,low,2022-05-22
HH054935,1,very_low,2023-08-23
HH054936,1,low,2024-11-20
HH054937,1,moderate,2023-04-22
HH054938,1,low,2022-09-29
HH054939,1,low,2023-07-07
HH054940,1,low,2022-07-07
HH054941,1,very_low,2022-04-06
HH054942,1,moderate,2023-03-29
HH054943,1,very_low,2024-02-07
HH054944,1,low,2023-10-21
HH054945,1,moderate,2022-10-24
HH054946,1,moderate,2023-12-11
HH054947,1,very_low,2022-03-20
HH054948,1,very_low,2022-08-16
HH054949,1,very_low,2023-06-12
HH054950,1,very_low,2024-04-17
HH054951,1,low,2022-10-19
HH054952,1,low,2024-02-09
HH054953,1,moderate,2023-06-20
HH054954,1,low,2024-05-21
HH054955,1,low,2022-10-30
HH054956,1,moderate,2022-01-06
HH054957,1,moderate,2023-02-21
HH054958,1,very_low,2022-01-31
HH054959,1,moderate,2024-05-15
HH054960,1,very_low,2022-09-15
HH054961,1,low,2022-12-07
HH054962,1,very_low,2022-01-07
HH054963,1,moderate,2022-12-31
HH054964,1,low,2022-11-25
HH054965,1,low,2023-02-27
HH054966,1,moderate,2022-04-16
HH054967,1,low,2024-04-18
HH054968,1,low,2023-04-11
HH054969,1,low,2024-07-07
HH054970,1,very_low,2023-09-07
HH054971,1,very_low,2024-04-05
HH054972,1,low,2023-10-27
HH054973,1,very_low,2024-01-10
HH054974,1,low,2024-10-15
HH054975,1,low,2024-12-24
HH054976,1,very_low,2024-12-23
HH054977,1,moderate,2024-03-27
HH054978,1,very_low,2024-06-29
HH054979,1,low,2022-11-25
HH054980,1,low,2024-01-09
HH054981,1,moderate,2024-01-23
HH054982,1,low,2022-09-10
HH054983,1,low,2023-07-12
HH054984,1,low,2023-05-22
HH054985,1,low,2023-10-28
HH054986,1,low,2022-10-10
HH054987,1,low,2024-12-01
HH054988,1,low,2024-07-03
HH054989,1,low,2023-10-19
HH054990,1,moderate,2023-11-21
HH054991,1,moderate,2023-07-16
HH054992,1,very_low,2022-03-13
HH054993,1,low,2022-01-05
HH054994,1,very_low,2024-11-20
HH054995,1,very_low,2024-03-17
HH054996,1,low,2024-12-13
HH054997,1,low,2024-07-31
HH054998,1,low,2022-12-20
HH054999,1,very_low,2024-11-03
HH055000,1,very_low,2024-12-29
HH055001,1,moderate,2023-04-09
HH055002,1,low,2023-11-04
HH055003,1,very_low,2023-10-08
HH055004,1,very_low,2022-06-27
HH055005,1,moderate,2022-04-17
HH055006,1,moderate,2024-12-03
HH055007,1,very_low,2022-06-11
HH055008,1,low,2024-05-28
HH055009,1,low,2022-04-24
HH055010,1,very_low,2024-12-22
HH055011,1,very_low,2022-01-15
HH055012,1,very_low,2023-12-12
HH055013,1,low,2023-05-11
HH055014,1,very_low,2024-02-04
HH055015,1,low,2022-07-18
HH055016,1,very_low,2024-09-22
HH055017,1,moderate,2023-12-01
HH055018,1,moderate,2023-05-22
HH055019,1,moderate,2024-05-09
HH055020,1,low,2023-07-24
HH055021,1,low,2022-09-24
HH055022,1,low,2022-10-28
HH055023,1,very_low,2023-08-22
HH055024,1,low,2023-06-10
HH055025,1,low,2023-08-16
HH055026,1,very_low,2024-09-02
HH055027,1,very_low,2023-09-27
HH055028,1,very_low,2024-03-26
HH055029,1,very_low,2023-11-24
HH055030,1,very_low,2022-10-20
HH055031,1,low,2022-05-26
HH055032,1,moderate,2023-08-19
HH055033,1,low,2024-11-22
HH055034,1,moderate,2023-01-04
HH055035,1,moderate,2024-09-10
HH055036,1,low,2024-05-20
HH055037,1,low,2022-01-22
HH055038,1,moderate,2023-09-21
HH055039,1,low,2023-11-19
HH055040,1,very_low,2024-08-22
HH055041,1,very_low,2022-02-23
HH055042,1,low,2022-04-24
HH055043,1,low,2024-08-15
HH055044,1,very_low,2022-01-25
HH055045,1,moderate,2023-01-14
HH055046,1,moderate,2024-08-13
HH055047,1,low,2023-07-15
HH055048,1,low,2024-09-11
HH055049,1,moderate,2024-04-30
HH055050,1,low,2022-10-08
HH055051,1,very_low,2022-03-22
HH055052,1,low,2024-06-07
HH055053,1,low,2023-12-28
HH055054,1,moderate,2023-03-04
HH055055,1,very_low,2023-08-27
HH055056,1,low,2023-01-28
HH055057,1,low,2023-11-11
HH055058,1,low,2022-03-08
HH055059,1,low,2023-11-01
HH055060,1,low,2023-06-18
HH055061,1,low,2022-05-30
HH055062,1,very_low,2024-09-06
HH055063,1,moderate,2023-12-15
HH055064,1,very_low,2024-12-01
HH055065,1,low,2022-02-21
HH055066,1,moderate,2024-08-16
HH055067,1,very_low,2023-11-05
HH055068,1,low,2022-10-07
HH055069,1,low,2023-05-12
HH055070,1,moderate,2023-04-07
HH055071,1,low,2024-01-18
HH055072,1,low,2023-10-23
HH055073,1,very_low,2023-06-01
HH055074,1,low,2022-05-12
HH055075,1,very_low,2023-12-29
HH055076,1,moderate,2022-09-05
HH055077,1,very_low,2022-04-29
HH055078,1,very_low,2024-02-03
HH055079,1,low,2023-03-25
HH055080,1,low,2023-06-01
HH055081,1,low,2024-12-21
HH055082,1,very_low,2024-05-17
HH055083,1,moderate,2023-06-18
HH055084,1,low,2022-10-15
HH055085,1,low,2022-01-14
HH055086,1,low,2024-12-18
HH055087,1,very_low,2024-05-17
HH055088,1,low,2023-10-17
HH055089,1,low,2022-08-27
HH055090,1,very_low,2022-10-25
HH055091,1,very_low,2024-09-27
HH055092,1,very_low,2022-10-27
HH055093,1,low,2024-12-20
HH055094,1,moderate,2023-05-25
HH055095,1,low,2023-02-19
HH055096,1,very_low,2024-04-07
HH055097,1,low,2022-02-07
HH055098,1,low,2024-03-17
HH055099,1,low,2022-06-24
HH055100,1,moderate,2024-12-02
HH055101,1,very_low,2022-06-12
HH055102,1,very_low,2024-06-09
HH055103,1,low,2022-05-11
HH055104,1,low,2024-08-31
HH055105,1,low,2023-12-08
HH055106,1,very_low,2022-06-28
HH055107,1,very_low,2023-05-03
HH055108,1,low,2023-07-27
HH055109,1,low,2023-06-18
HH055110,1,low,2022-10-12
HH055111,1,moderate,2022-10-20
HH055112,1,moderate,2024-08-25
HH055113,1,low,2022-07-01
HH055114,1,very_low,2022-02-23
HH055115,1,very_low,2024-05-31
HH055116,1,low,2023-09-17
HH055117,1,moderate,2024-07-30
HH055118,1,very_low,2024-03-15
HH055119,1,very_low,2024-06-17
HH055120,1,very_low,2023-09-16
HH055121,1,low,2024-01-17
HH055122,1,low,2022-07-01
HH055123,1,low,2022-11-23
HH055124,1,very_low,2022-07-05
HH055125,1,low,2024-05-31
HH055126,1,very_low,2023-06-28
HH055127,1,low,2024-03-21
HH055128,1,low,2024-09-08
HH055129,1,low,2024-01-09
HH055130,1,moderate,2022-08-18
HH055131,1,low,2022-07-28
HH055132,1,low,2023-01-06
HH055133,1,very_low,2024-12-29
HH055134,1,moderate,2024-10-28
HH055135,1,low,2024-09-26
HH055136,1,very_low,2023-04-25
HH055137,1,low,2022-09-14
HH055138,1,low,2022-10-21
HH055139,1,low,2022-02-02
HH055140,1,low,2022-08-24
HH055141,1,very_low,2022-02-27
HH055142,1,very_low,2023-02-03
HH055143,1,very_low,2024-11-14
HH055144,1,low,2023-02-08
HH055145,1,moderate,2022-12-17
HH055146,1,low,2024-02-27
HH055147,1,low,2023-10-01
HH055148,1,low,2024-12-30
HH055149,1,low,2024-04-24
HH055150,1,moderate,2022-04-13
HH055151,1,very_low,2022-09-16
HH055152,1,low,2024-09-24
HH055153,1,low,2023-11-22
HH055154,1,low,2023-11-16
HH055155,1,very_low,2024-08-05
HH055156,1,moderate,2024-03-24
HH055157,1,moderate,2023-06-19
HH055158,1,very_low,2023-12-19
HH055159,1,low,2024-01-13
HH055160,1,low,2023-08-30
HH055161,1,low,2022-09-04
HH055162,1,low,2024-12-06
HH055163,1,moderate,2024-04-09
HH055164,1,low,2024-12-17
HH055165,1,moderate,2023-05-14
HH055166,1,very_low,2022-05-26
HH055167,1,low,2022-08-18
HH055168,1,very_low,2023-12-14
HH055169,1,very_low,2023-06-14
HH055170,1,moderate,2022-06-20
HH055171,1,low,2022-09-03
HH055172,1,low,2024-06-20
HH055173,1,low,2024-07-29
HH055174,1,very_low,2022-05-02
HH055175,1,moderate,2024-02-21
HH055176,1,low,2022-09-26
HH055177,1,low,2023-05-02
HH055178,1,very_low,2022-02-15
HH055179,1,low,2024-09-03
HH055180,1,very_low,2022-10-10
HH055181,1,very_low,2023-03-14
HH055182,1,low,2022-12-11
HH055183,1,low,2022-07-20
HH055184,1,low,2022-04-15
HH055185,1,low,2023-12-18
HH055186,1,very_low,2023-10-23
HH055187,1,low,2023-06-29
HH055188,1,low,2022-02-18
HH055189,1,very_low,2024-04-17
HH055190,1,moderate,2022-10-12
HH055191,1,very_low,2023-10-18
HH055192,1,low,2024-01-16
HH055193,1,low,2023-09-22
HH055194,1,very_low,2022-01-25
HH055195,1,moderate,2022-04-04
HH055196,1,low,2022-03-11
HH055197,1,low,2024-12-19
HH055198,1,low,2024-06-01
HH055199,1,low,2024-08-16
HH055200,1,low,2022-02-15
HH055201,1,moderate,2024-04-20
HH055202,1,very_low,2024-01-10
HH055203,1,low,2022-08-26
HH055204,1,low,2023-06-03
HH055205,1,very_low,2024-07-13
HH055206,1,low,2024-01-30
HH055207,1,moderate,2024-01-02
HH055208,1,low,2023-08-24
HH055209,1,low,2022-01-25
HH055210,1,low,2024-11-23
HH055211,1,low,2023-04-25
HH055212,1,low,2022-09-25
HH055213,1,low,2022-08-09
HH055214,1,low,2024-08-10
HH055215,1,moderate,2023-01-19
HH055216,1,low,2024-04-20
HH055217,1,very_low,2024-07-06
HH055218,1,low,2024-11-22
HH055219,1,low,2023-05-19
HH055220,1,low,2022-06-15
HH055221,1,very_low,2022-01-02
HH055222,1,low,2024-04-17
HH055223,1,very_low,2024-12-14
HH055224,1,low,2022-05-17
HH055225,1,moderate,2024-08-27
HH055226,1,low,2022-10-13
HH055227,1,low,2022-07-16
HH055228,1,low,2023-03-16
HH055229,1,low,2022-02-17
HH055230,1,low,2022-01-09
HH055231,1,low,2024-10-10
HH055232,1,low,2024-04-28
HH055233,1,low,2023-06-30
HH055234,1,very_low,2022-12-26
HH055235,1,moderate,2022-10-22
HH055236,1,low,2024-11-01
HH055237,1,low,2022-12-11
HH055238,1,low,2023-10-17
HH055239,1,very_low,2023-07-25
HH055240,1,moderate,2023-06-06
HH055241,1,moderate,2023-10-04
HH055242,1,very_low,2024-09-06
HH055243,1,low,2022-09-13
HH055244,1,moderate,2024-12-20
HH055245,1,very_low,2022-03-28
HH055246,1,very_low,2024-08-04
HH055247,1,low,2024-08-15
HH055248,1,moderate,2023-10-03
HH055249,1,very_low,2024-10-31
HH055250,1,low,2024-12-31
HH055251,1,moderate,2022-08-15
HH055252,1,low,2023-11-08
HH055253,1,low,2024-08-08
HH055254,1,very_low,2022-06-10
HH055255,1,low,2022-02-03
HH055256,1,moderate,2023-12-25
HH055257,1,low,2023-11-18
HH055258,1,very_low,2024-05-02
HH055259,1,very_low,2024-08-25
HH055260,1,low,2022-04-27
HH055261,1,low,2023-01-27
HH055262,1,moderate,2023-09-23
HH055263,1,low,2024-03-16
HH055264,1,low,2022-01-24
HH055265,1,very_low,2022-02-04
HH055266,1,low,2023-05-26
HH055267,1,very_low,2023-09-22
HH055268,1,low,2022-01-16
HH055269,1,low,2022-01-25
HH055270,1,low,2024-03-27
HH055271,1,low,2023-10-19
HH055272,1,moderate,2024-01-01
HH055273,1,low,2022-08-19
HH055274,1,low,2022-03-26
HH055275,1,low,2023-10-30
HH055276,1,low,2024-07-15
HH055277,1,low,2024-03-03
HH055278,1,low,2023-04-13
HH055279,1,low,2024-06-15
HH055280,1,low,2022-02-13
HH055281,1,low,2023-04-06
HH055282,1,moderate,2024-07-07
HH055283,1,low,2024-03-08
HH055284,1,very_low,2024-05-18
HH055285,1,low,2023-02-23
HH055286,1,very_low,2023-03-16
HH055287,1,very_low,2022-07-14
HH055288,1,moderate,2022-08-03
HH055289,1,moderate,2024-07-21
HH055290,1,very_low,2022-02-07
HH055291,1,very_low,2023-04-06
HH055292,1,low,2023-01-29
HH055293,1,low,2024-10-27
HH055294,1,low,2024-05-01
HH055295,1,low,2022-04-07
HH055296,1,low,2023-03-18
HH055297,1,low,2023-03-01
HH055298,1,low,2023-06-06
HH055299,1,very_low,2023-10-08
HH055300,1,moderate,2024-03-15
HH055301,1,very_low,2024-01-31
HH055302,1,very_low,2022-09-12
HH055303,1,low,2022-05-07
HH055304,1,moderate,2022-10-12
HH055305,1,moderate,2024-02-01
HH055306,1,very_low,2023-05-18
HH055307,1,low,2024-02-26
HH055308,1,moderate,2022-09-20
HH055309,1,moderate,2022-11-14
HH055310,1,low,2024-10-27
HH055311,1,low,2024-07-25
HH055312,1,low,2024-05-26
HH055313,1,low,2022-12-31
HH055314,1,very_low,2022-02-01
HH055315,1,moderate,2024-01-02
HH055316,1,very_low,2023-03-10
HH055317,1,very_low,2023-09-11
HH055318,1,low,2024-04-15
HH055319,1,low,2023-11-11
HH055320,1,moderate,2022-05-24
HH055321,1,low,2022-10-20
HH055322,1,very_low,2022-10-09
